Feature,Value,Model,Subject,Sensor
wrist_acc_mean,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_rms,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_rms,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_length,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_min,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_std,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_mad,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_jerk_mean,0.0,DecisionTreeRegressor(random_state=6495),6,wrist
wrist_acc_time,0.5245398981552479,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_perc75,0.10683245073526168,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_mean,0.0694163901902487,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_rms,0.05130257074363639,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_min,0.03226039674700459,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_perc75,0.03022332469855678,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_perc25,0.02823626128711017,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_max,0.0186342286904442,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_rms,0.017979429196639,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_med,0.016442337837586453,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_std,0.01576770313788501,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_std,0.015370022483681727,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_mean,0.013658586261361827,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_med,0.009784931218914454,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_mad,0.009651113493393773,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_perc25,0.009154009425836725,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_max,0.008942859688717393,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_min,0.007784211104098335,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_mad,0.007561869951116705,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_length,0.006457404953258143,"RandomForestRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_time,0.3578473178273893,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_perc75,0.11316628862616425,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_perc75,0.05621221933011846,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_mean,0.053999134395201646,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_perc25,0.04997181718710183,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_min,0.04452624473176889,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_min,0.04316913212585433,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_std,0.03600925456793792,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_length,0.034866071069416284,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_mad,0.030694250154410182,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_max,0.028129039032880217,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_max,0.027984969809650706,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_mean,0.02747968032033552,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_med,0.020440511693447565,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_std,0.01867280940160152,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_rms,0.016957068325023503,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_rms,0.016259362720761842,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_med,0.013554113282477586,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_perc25,0.007206677391563008,AdaBoostRegressor(random_state=6495),6,wrist
wrist_jerk_mad,0.002854038006895701,AdaBoostRegressor(random_state=6495),6,wrist
wrist_acc_time,0.29275734957903377,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_perc75,0.07354551137288906,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_rms,0.06805658923639844,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_mean,0.05721274122008189,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_perc25,0.052642314571096686,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_max,0.04279816574908715,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_perc75,0.04159599053397271,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_length,0.040694714413685,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_perc25,0.0376043611064984,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_mad,0.036644201332403675,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_std,0.03418789081442661,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_std,0.031508253614891256,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_med,0.030406572275687993,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_min,0.029274538441872652,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_med,0.02815267195325414,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_min,0.024486768905770475,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_max,0.023400254474123226,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_rms,0.021335392719805384,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_mean,0.019093879121621242,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_jerk_mad,0.014601838563400258,"ExtraTreesRegressor(n_jobs=-1, random_state=6495)",6,wrist
wrist_acc_length,0.0045552628027201135,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_time,1.7427261206516758e-06,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_perc25,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_med,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_max,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_min,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_std,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_mad,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_rms,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_mean,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_perc75,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_perc25,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_med,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_max,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_min,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_std,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_mad,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_rms,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_mean,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_jerk_perc75,0.0,OrthogonalMatchingPursuit(),6,wrist
wrist_acc_length,0.004540933199358837,Lasso(random_state=6495),6,wrist
wrist_jerk_max,0.0008406479398894729,Lasso(random_state=6495),6,wrist
wrist_acc_time,1.740253397716116e-06,Lasso(random_state=6495),6,wrist
wrist_jerk_perc25,0.0,Lasso(random_state=6495),6,wrist
wrist_jerk_med,0.0,Lasso(random_state=6495),6,wrist
wrist_jerk_min,0.0,Lasso(random_state=6495),6,wrist
wrist_jerk_std,0.0,Lasso(random_state=6495),6,wrist
wrist_jerk_mad,0.0,Lasso(random_state=6495),6,wrist
wrist_jerk_rms,0.0,Lasso(random_state=6495),6,wrist
wrist_jerk_mean,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_perc75,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_perc25,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_med,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_max,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_min,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_std,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_mad,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_rms,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_mean,0.0,Lasso(random_state=6495),6,wrist
wrist_jerk_perc75,0.0,Lasso(random_state=6495),6,wrist
wrist_acc_length,0.004540933243013403,LassoLars(random_state=6495),6,wrist
wrist_jerk_max,0.0008406480416184255,LassoLars(random_state=6495),6,wrist
wrist_acc_time,1.7402534141177692e-06,LassoLars(random_state=6495),6,wrist
wrist_jerk_perc25,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_med,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_min,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_std,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_mad,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_rms,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_mean,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_perc75,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_perc25,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_med,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_max,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_min,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_std,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_mad,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_rms,0.0,LassoLars(random_state=6495),6,wrist
wrist_acc_mean,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_perc75,0.0,LassoLars(random_state=6495),6,wrist
wrist_jerk_perc75,0.16294100296410716,ElasticNet(random_state=6495),6,wrist
wrist_acc_length,0.004850609248175887,ElasticNet(random_state=6495),6,wrist
wrist_jerk_max,0.002153954599977614,ElasticNet(random_state=6495),6,wrist
wrist_acc_time,1.6934166949710927e-06,ElasticNet(random_state=6495),6,wrist
wrist_acc_mad,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_std,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_min,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_max,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_med,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_perc25,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_rms,0.0,ElasticNet(random_state=6495),6,wrist
wrist_jerk_mean,0.0,ElasticNet(random_state=6495),6,wrist
wrist_jerk_rms,0.0,ElasticNet(random_state=6495),6,wrist
wrist_jerk_mad,0.0,ElasticNet(random_state=6495),6,wrist
wrist_jerk_std,0.0,ElasticNet(random_state=6495),6,wrist
wrist_jerk_min,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_mean,0.0,ElasticNet(random_state=6495),6,wrist
wrist_jerk_med,0.0,ElasticNet(random_state=6495),6,wrist
wrist_jerk_perc25,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_perc75,0.0,ElasticNet(random_state=6495),6,wrist
wrist_acc_length,0.0019900080426209416,BayesianRidge(),6,wrist
wrist_jerk_perc75,8.334495207450769e-06,BayesianRidge(),6,wrist
wrist_jerk_mad,4.474718688058697e-06,BayesianRidge(),6,wrist
wrist_jerk_perc25,3.388804040653621e-06,BayesianRidge(),6,wrist
wrist_jerk_rms,3.2454150209629377e-06,BayesianRidge(),6,wrist
wrist_jerk_std,3.1839667289480204e-06,BayesianRidge(),6,wrist
wrist_jerk_mean,1.8017168852711983e-06,BayesianRidge(),6,wrist
wrist_acc_time,1.2451887749798116e-06,BayesianRidge(),6,wrist
wrist_acc_min,1.0764804764212247e-06,BayesianRidge(),6,wrist
wrist_acc_max,9.872686557779315e-07,BayesianRidge(),6,wrist
wrist_jerk_med,7.794351690239949e-07,BayesianRidge(),6,wrist
wrist_acc_std,4.48571284081325e-07,BayesianRidge(),6,wrist
wrist_jerk_max,4.277953092606966e-07,BayesianRidge(),6,wrist
wrist_acc_perc75,3.0369524708526484e-07,BayesianRidge(),6,wrist
wrist_acc_perc25,2.8389665360638626e-07,BayesianRidge(),6,wrist
wrist_acc_rms,2.8360879070679927e-07,BayesianRidge(),6,wrist
wrist_acc_mad,2.665051068561553e-07,BayesianRidge(),6,wrist
wrist_acc_mean,1.8231516529342904e-07,BayesianRidge(),6,wrist
wrist_jerk_min,1.7109189030862318e-07,BayesianRidge(),6,wrist
wrist_acc_med,2.999537083544718e-08,BayesianRidge(),6,wrist
wrist_acc_time,20,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_rms,15,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_std,12,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_med,10,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_mean,10,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_perc75,10,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_perc25,8,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_perc75,5,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_std,4,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_mad,3,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_med,3,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_min,0,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_max,0,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_length,0,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_mad,0,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_rms,0,LGBMRegressor(random_state=6495),6,wrist
wrist_acc_mean,0,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_min,0,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_max,0,LGBMRegressor(random_state=6495),6,wrist
wrist_jerk_perc25,0,LGBMRegressor(random_state=6495),6,wrist
error,0,DummyRegressor(),6,wrist
wrist_acc_length,0.0003404206129243329,HuberRegressor(),6,wrist
wrist_jerk_max,1.3941950337690474e-05,HuberRegressor(),6,wrist
wrist_jerk_perc75,1.216801782108155e-05,HuberRegressor(),6,wrist
wrist_jerk_rms,6.640763531163949e-06,HuberRegressor(),6,wrist
wrist_jerk_mean,6.3057979947302084e-06,HuberRegressor(),6,wrist
wrist_jerk_med,4.643400698272926e-06,HuberRegressor(),6,wrist
wrist_jerk_mad,4.449120521549569e-06,HuberRegressor(),6,wrist
wrist_jerk_std,3.40467684693751e-06,HuberRegressor(),6,wrist
wrist_jerk_perc25,1.975765118645016e-06,HuberRegressor(),6,wrist
wrist_acc_min,1.0041448962139909e-06,HuberRegressor(),6,wrist
wrist_acc_max,7.540381652823143e-07,HuberRegressor(),6,wrist
wrist_jerk_min,6.06441291729093e-07,HuberRegressor(),6,wrist
wrist_acc_std,3.887003083403443e-07,HuberRegressor(),6,wrist
wrist_acc_perc75,3.2888043750827717e-07,HuberRegressor(),6,wrist
wrist_acc_rms,2.766207151673048e-07,HuberRegressor(),6,wrist
wrist_acc_mad,2.616242898089822e-07,HuberRegressor(),6,wrist
wrist_acc_mean,1.858497472650293e-07,HuberRegressor(),6,wrist
wrist_acc_perc25,1.504433836777647e-07,HuberRegressor(),6,wrist
wrist_acc_med,8.646818816478314e-08,HuberRegressor(),6,wrist
wrist_acc_time,3.834467785464365e-09,HuberRegressor(),6,wrist
wrist_jerk_perc75,2.217117232495292,Ridge(random_state=6495),6,wrist
wrist_jerk_mean,0.9733376816484707,Ridge(random_state=6495),6,wrist
wrist_jerk_perc25,0.914172140443893,Ridge(random_state=6495),6,wrist
wrist_acc_min,0.8456622248429747,Ridge(random_state=6495),6,wrist
wrist_jerk_rms,0.8134341747336884,Ridge(random_state=6495),6,wrist
wrist_acc_std,0.7822563387917771,Ridge(random_state=6495),6,wrist
wrist_jerk_min,0.7044807427751305,Ridge(random_state=6495),6,wrist
wrist_jerk_std,0.6960555423409901,Ridge(random_state=6495),6,wrist
wrist_jerk_mad,0.689428725291477,Ridge(random_state=6495),6,wrist
wrist_acc_perc75,0.5299062494763579,Ridge(random_state=6495),6,wrist
wrist_acc_mad,0.5081017679811052,Ridge(random_state=6495),6,wrist
wrist_acc_rms,0.4443867708178211,Ridge(random_state=6495),6,wrist
wrist_acc_perc25,0.3670136682189638,Ridge(random_state=6495),6,wrist
wrist_acc_max,0.2870219370244226,Ridge(random_state=6495),6,wrist
wrist_acc_mean,0.27159794504641016,Ridge(random_state=6495),6,wrist
wrist_jerk_med,0.15912695698306734,Ridge(random_state=6495),6,wrist
wrist_acc_med,0.11451087561254303,Ridge(random_state=6495),6,wrist
wrist_acc_length,0.00469464548597058,Ridge(random_state=6495),6,wrist
wrist_jerk_max,0.001340595231177778,Ridge(random_state=6495),6,wrist
wrist_acc_time,1.3781210533456227e-06,Ridge(random_state=6495),6,wrist
wrist_acc_rms,1384.1016320423262,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_mean,1229.8678647858655,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_std,294.21158779990066,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_mad,290.6442250954836,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_perc25,89.46091548072934,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_rms,79.05038997741548,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_std,60.97735726310226,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_med,54.82174052788633,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_mean,30.82045307498723,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_perc75,27.763515423217623,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_min,20.425554878219497,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_mad,10.078858635456806,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_min,7.370602488331765,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_perc25,6.3794541651609435,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_perc75,5.979482315178496,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_med,3.782238209939855,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_max,0.5452440973768066,LinearRegression(n_jobs=-1),6,wrist
wrist_jerk_max,0.047296043241722034,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_length,0.003223617671732125,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_time,1.3850610771363823e-06,LinearRegression(n_jobs=-1),6,wrist
wrist_acc_time,5.424408447401127e-09,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_length,7.0768188904807175e-15,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_max,5.684169525806088e-16,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_perc75,8.899587484598708e-17,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_mean,3.963840684597704e-17,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_mad,3.9457587805182373e-17,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_rms,3.745019231777183e-17,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_med,2.2471612965739784e-17,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_std,1.7835925980709647e-17,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_min,1.0468692237291264e-17,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_min,4.637717316286819e-18,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_std,4.029329225355129e-18,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_med,2.574148521909366e-18,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_mad,2.563970829465666e-18,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_mean,1.3498821202272133e-18,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_perc25,1.166466882089986e-18,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_rms,3.3072217887605236e-19,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_jerk_perc25,2.6244854043327183e-19,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_max,2.1558993102114204e-19,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_perc75,1.7617248843083388e-19,PassiveAggressiveRegressor(random_state=6495),6,wrist
wrist_acc_rms,2178.8564801183065,Lars(random_state=6495),6,wrist
wrist_acc_mean,1798.1154482316333,Lars(random_state=6495),6,wrist
wrist_acc_mad,793.446484461539,Lars(random_state=6495),6,wrist
wrist_acc_std,295.44876371289627,Lars(random_state=6495),6,wrist
wrist_acc_perc75,235.6569931264197,Lars(random_state=6495),6,wrist
wrist_acc_med,188.73404647445875,Lars(random_state=6495),6,wrist
wrist_acc_perc25,135.82783136521866,Lars(random_state=6495),6,wrist
wrist_jerk_rms,87.81472646448779,Lars(random_state=6495),6,wrist
wrist_jerk_std,73.33430946548526,Lars(random_state=6495),6,wrist
wrist_jerk_min,26.817525761825703,Lars(random_state=6495),6,wrist
wrist_jerk_mad,18.864839356130947,Lars(random_state=6495),6,wrist
wrist_jerk_perc25,16.403437898133017,Lars(random_state=6495),6,wrist
wrist_jerk_med,13.250412377331216,Lars(random_state=6495),6,wrist
wrist_jerk_perc75,12.861257945137128,Lars(random_state=6495),6,wrist
wrist_jerk_mean,8.48078292083224,Lars(random_state=6495),6,wrist
